2026-07-17 19:45:25,006 || INFO || predict.py || 34 || Prediction module started.
2026-07-17 20:02:34,701 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:02:34,702 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:02:34,703 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:02:34,703 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:02:34,703 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:02:34,704 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:02:34,706 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:03:19,724 || INFO || app.py || 21 || Streamlit Dashboard Started.
2026-07-17 20:03:19,725 || INFO || app.py || 22 || Page configuration completed.
2026-07-17 20:03:19,726 || INFO || app.py || 31 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:03:19,726 || INFO || app.py || 32 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:03:19,726 || INFO || app.py || 33 || Model Path : models/best_model.pkl
2026-07-17 20:03:19,726 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:03:19,726 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:03:19,729 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:03:19,729 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:03:19,730 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:03:19,732 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:03:19,733 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:03:34,830 || INFO || app.py || 21 || Streamlit Dashboard Started.
2026-07-17 20:03:34,831 || INFO || app.py || 22 || Page configuration completed.
2026-07-17 20:03:34,831 || INFO || app.py || 31 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:03:34,832 || INFO || app.py || 32 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:03:34,832 || INFO || app.py || 33 || Model Path : models/best_model.pkl
2026-07-17 20:03:34,832 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:03:34,832 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:03:34,833 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:03:34,833 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:03:34,833 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:03:34,834 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:03:34,835 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:06:48,003 || INFO || app.py || 21 || Streamlit Dashboard Started.
2026-07-17 20:06:48,005 || INFO || app.py || 22 || Page configuration completed.
2026-07-17 20:06:48,006 || INFO || app.py || 31 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:06:48,006 || INFO || app.py || 32 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:06:48,006 || INFO || app.py || 33 || Model Path : models/best_model.pkl
2026-07-17 20:06:48,006 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:06:48,007 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:06:48,008 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:06:48,008 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:06:48,008 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:06:48,009 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:06:49,100 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:18:31,518 || INFO || feature_selection.py || 146 || Executing feature_selection.py
2026-07-17 20:18:31,518 || INFO || feature_selection.py || 42 || Feature selection process started.
2026-07-17 20:18:31,519 || INFO || feature_selection.py || 49 || Loading cleaned dataset from: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\data\processed\CICIDS2017_Clean.csv
2026-07-17 20:19:00,719 || INFO || feature_selection.py || 53 || Dataset loaded successfully.
2026-07-17 20:19:00,731 || INFO || feature_selection.py || 61 || Column names stripped successfully.
2026-07-17 20:19:00,731 || INFO || feature_selection.py || 67 || 'Label' column found successfully.
2026-07-17 20:19:00,735 || INFO || feature_selection.py || 72 || Features and target variable separated.
2026-07-17 20:19:00,735 || INFO || feature_selection.py || 79 || VarianceThreshold initialized.
2026-07-17 20:19:06,789 || INFO || feature_selection.py || 83 || VarianceThreshold applied successfully.
2026-07-17 20:19:06,796 || INFO || feature_selection.py || 89 || Removed features: 8
2026-07-17 20:19:06,796 || INFO || feature_selection.py || 90 || Remaining features: 70
2026-07-17 20:19:07,294 || INFO || feature_selection.py || 103 || Selected feature dataframe created.
2026-07-17 20:19:07,300 || INFO || feature_selection.py || 112 || Target column added back to selected dataset.
2026-07-17 20:21:41,668 || INFO || feature_selection.py || 117 || Feature selected dataset saved successfully at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\data\processed\CICIDS2017_FeatureSelected.csv
2026-07-17 20:21:41,669 || INFO || feature_selection.py || 125 || Feature selection process completed successfully.
2026-07-17 20:24:51,911 || INFO || app.py || 21 || Streamlit Dashboard Started.
2026-07-17 20:24:51,911 || INFO || app.py || 22 || Page configuration completed.
2026-07-17 20:24:51,912 || INFO || app.py || 31 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:24:51,912 || INFO || app.py || 32 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:24:51,912 || INFO || app.py || 33 || Model Path : models/best_model.pkl
2026-07-17 20:24:51,912 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:24:51,912 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:24:51,913 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:24:51,913 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:24:51,913 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:24:51,914 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:24:52,902 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:25:12,826 || INFO || app.py || 21 || Streamlit Dashboard Started.
2026-07-17 20:25:12,827 || INFO || app.py || 22 || Page configuration completed.
2026-07-17 20:25:12,827 || INFO || app.py || 31 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:25:12,827 || INFO || app.py || 32 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:25:12,827 || INFO || app.py || 33 || Model Path : models/best_model.pkl
2026-07-17 20:25:12,828 || INFO || app.py || 34 || Scaler Path : models/scaler.pkl
2026-07-17 20:25:12,828 || INFO || app.py || 35 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:25:12,829 || INFO || app.py || 40 || Loading dashboard style file.
2026-07-17 20:25:12,829 || INFO || app.py || 41 || Dashboard style loaded successfully.
2026-07-17 20:25:12,830 || INFO || app.py || 42 || Loading dashboard style file.
2026-07-17 20:25:12,831 || INFO || app.py || 47 || Dashboard style loaded successfully.
2026-07-17 20:25:12,833 || INFO || app.py || 51 || Custom CSS applied successfully.
2026-07-17 20:51:21,644 || INFO || feature_selection.py || 146 || Executing feature_selection.py
2026-07-17 20:51:21,644 || INFO || feature_selection.py || 42 || Feature selection process started.
2026-07-17 20:51:21,644 || INFO || feature_selection.py || 49 || Loading cleaned dataset from: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\data\processed\CICIDS2017_Clean.csv
2026-07-17 20:51:51,534 || INFO || feature_selection.py || 53 || Dataset loaded successfully.
2026-07-17 20:51:51,540 || INFO || feature_selection.py || 61 || Column names stripped successfully.
2026-07-17 20:51:51,541 || INFO || feature_selection.py || 67 || 'Label' column found successfully.
2026-07-17 20:51:51,544 || INFO || feature_selection.py || 72 || Features and target variable separated.
2026-07-17 20:51:51,545 || INFO || feature_selection.py || 79 || VarianceThreshold initialized.
2026-07-17 20:51:57,998 || INFO || feature_selection.py || 83 || VarianceThreshold applied successfully.
2026-07-17 20:51:58,018 || INFO || feature_selection.py || 89 || Removed features: 8
2026-07-17 20:51:58,018 || INFO || feature_selection.py || 90 || Remaining features: 70
2026-07-17 20:51:58,589 || INFO || feature_selection.py || 103 || Selected feature dataframe created.
2026-07-17 20:51:58,605 || INFO || feature_selection.py || 112 || Target column added back to selected dataset.
2026-07-17 20:54:33,283 || INFO || feature_selection.py || 117 || Feature selected dataset saved successfully at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\data\processed\CICIDS2017_FeatureSelected.csv
2026-07-17 20:54:33,284 || INFO || feature_selection.py || 125 || Feature selection process completed successfully.
2026-07-17 20:54:47,043 || INFO || train_all_models.py || 155 || train_all_models.py execution started.
2026-07-17 20:54:47,044 || INFO || train_all_models.py || 163 || Preparing dataset for training.
2026-07-17 20:54:47,044 || INFO || data_preprocessing.py || 244 || Complete data preparation pipeline started.
2026-07-17 20:54:47,044 || INFO || data_preprocessing.py || 48 || Loading feature selected dataset started.
2026-07-17 20:54:47,044 || INFO || data_preprocessing.py || 54 || Dataset path: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\data\processed\CICIDS2017_FeatureSelected.csv
2026-07-17 20:55:06,187 || INFO || data_preprocessing.py || 58 || Dataset loaded successfully.
2026-07-17 20:55:06,690 || INFO || data_preprocessing.py || 66 || Development sample selected.
2026-07-17 20:55:06,690 || INFO || data_preprocessing.py || 80 || Dataset cleaning started.
2026-07-17 20:55:06,694 || INFO || data_preprocessing.py || 86 || Column names stripped.
2026-07-17 20:55:07,837 || INFO || data_preprocessing.py || 90 || Duplicate rows found: 0
2026-07-17 20:55:08,871 || INFO || data_preprocessing.py || 100 || Infinite values found: 0
2026-07-17 20:55:09,010 || INFO || data_preprocessing.py || 108 || Infinite values replaced with NaN.
2026-07-17 20:55:09,045 || INFO || data_preprocessing.py || 112 || Missing values found: 0
2026-07-17 20:55:09,076 || INFO || data_preprocessing.py || 123 || Dataset cleaning completed.
2026-07-17 20:55:09,076 || INFO || data_preprocessing.py || 134 || Splitting features and labels.
2026-07-17 20:55:09,079 || INFO || data_preprocessing.py || 157 || Label encoding started.
2026-07-17 20:55:09,198 || INFO || data_preprocessing.py || 165 || Total classes encoded: 15
2026-07-17 20:55:09,200 || INFO || data_preprocessing.py || 173 || Label encoder saved at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\label_encoder.pkl
2026-07-17 20:55:09,200 || INFO || data_preprocessing.py || 184 || Splitting dataset into training and testing.
2026-07-17 20:55:09,408 || INFO || data_preprocessing.py || 214 || Feature scaling started.
2026-07-17 20:55:09,651 || INFO || data_preprocessing.py || 222 || Training features scaled.
2026-07-17 20:55:09,674 || INFO || data_preprocessing.py || 226 || Testing features scaled.
2026-07-17 20:55:09,692 || INFO || data_preprocessing.py || 233 || Scaler saved at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\scaler.pkl
2026-07-17 20:55:09,702 || INFO || data_preprocessing.py || 264 || Dataset preparation completed successfully.
2026-07-17 20:55:09,714 || INFO || train_all_models.py || 174 || Dataset prepared successfully.
2026-07-17 20:55:09,714 || INFO || train_all_models.py || 229 || Total models to train: 5
2026-07-17 20:55:09,714 || INFO || train_all_models.py || 232 || Starting model: Logistic Regression
2026-07-17 20:55:09,716 || INFO || train_all_models.py || 61 || Training started for Logistic Regression.
2026-07-17 20:55:30,989 || INFO || train_all_models.py || 69 || Logistic Regression trained successfully.
2026-07-17 20:55:31,003 || INFO || train_all_models.py || 73 || Prediction completed for Logistic Regression.
2026-07-17 20:55:31,024 || INFO || train_all_models.py || 81 || Classification report generated for Logistic Regression.
2026-07-17 20:55:31,045 || INFO || train_all_models.py || 109 || Logistic Regression Metrics -> Accuracy=0.9762, Precision=0.9784, Recall=0.9762, F1=0.9764
2026-07-17 20:55:31,046 || INFO || train_all_models.py || 140 || Saving model: logistic_regression
2026-07-17 20:55:31,048 || INFO || train_all_models.py || 144 || Model saved successfully: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\logistic_regression.pkl
2026-07-17 20:55:31,048 || INFO || train_all_models.py || 250 || Logistic Regression completed successfully.
2026-07-17 20:55:31,049 || INFO || train_all_models.py || 232 || Starting model: Random Forest
2026-07-17 20:55:31,049 || INFO || train_all_models.py || 61 || Training started for Random Forest.
2026-07-17 20:55:42,706 || INFO || train_all_models.py || 69 || Random Forest trained successfully.
2026-07-17 20:55:43,410 || INFO || train_all_models.py || 73 || Prediction completed for Random Forest.
2026-07-17 20:55:43,427 || INFO || train_all_models.py || 81 || Classification report generated for Random Forest.
2026-07-17 20:55:43,449 || INFO || train_all_models.py || 109 || Random Forest Metrics -> Accuracy=0.9950, Precision=0.9968, Recall=0.9950, F1=0.9957
2026-07-17 20:55:43,450 || INFO || train_all_models.py || 140 || Saving model: random_forest
2026-07-17 20:55:43,576 || INFO || train_all_models.py || 144 || Model saved successfully: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\random_forest.pkl
2026-07-17 20:55:43,577 || INFO || train_all_models.py || 250 || Random Forest completed successfully.
2026-07-17 20:55:43,577 || INFO || train_all_models.py || 232 || Starting model: Decision Tree
2026-07-17 20:55:43,577 || INFO || train_all_models.py || 61 || Training started for Decision Tree.
2026-07-17 20:55:54,614 || INFO || train_all_models.py || 69 || Decision Tree trained successfully.
2026-07-17 20:55:54,633 || INFO || train_all_models.py || 73 || Prediction completed for Decision Tree.
2026-07-17 20:55:54,657 || INFO || train_all_models.py || 81 || Classification report generated for Decision Tree.
2026-07-17 20:55:54,693 || INFO || train_all_models.py || 109 || Decision Tree Metrics -> Accuracy=0.9977, Precision=0.9977, Recall=0.9977, F1=0.9977
2026-07-17 20:55:54,694 || INFO || train_all_models.py || 140 || Saving model: decision_tree
2026-07-17 20:55:54,697 || INFO || train_all_models.py || 144 || Model saved successfully: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\decision_tree.pkl
2026-07-17 20:55:54,697 || INFO || train_all_models.py || 250 || Decision Tree completed successfully.
2026-07-17 20:55:54,698 || INFO || train_all_models.py || 232 || Starting model: KNN
2026-07-17 20:55:54,698 || INFO || train_all_models.py || 61 || Training started for KNN.
2026-07-17 20:55:54,783 || INFO || train_all_models.py || 69 || KNN trained successfully.
2026-07-17 20:56:11,131 || INFO || train_all_models.py || 73 || Prediction completed for KNN.
2026-07-17 20:56:11,153 || INFO || train_all_models.py || 81 || Classification report generated for KNN.
2026-07-17 20:56:11,187 || INFO || train_all_models.py || 109 || KNN Metrics -> Accuracy=0.9896, Precision=0.9893, Recall=0.9896, F1=0.9894
2026-07-17 20:56:11,188 || INFO || train_all_models.py || 140 || Saving model: knn
2026-07-17 20:56:11,265 || INFO || train_all_models.py || 144 || Model saved successfully: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\knn.pkl
2026-07-17 20:56:11,265 || INFO || train_all_models.py || 250 || KNN completed successfully.
2026-07-17 20:56:11,265 || INFO || train_all_models.py || 232 || Starting model: Naive Bayes
2026-07-17 20:56:11,265 || INFO || train_all_models.py || 61 || Training started for Naive Bayes.
2026-07-17 20:56:11,520 || INFO || train_all_models.py || 69 || Naive Bayes trained successfully.
2026-07-17 20:56:12,060 || INFO || train_all_models.py || 73 || Prediction completed for Naive Bayes.
2026-07-17 20:56:12,098 || INFO || train_all_models.py || 81 || Classification report generated for Naive Bayes.
2026-07-17 20:56:12,134 || INFO || train_all_models.py || 109 || Naive Bayes Metrics -> Accuracy=0.7338, Precision=0.9771, Recall=0.7338, F1=0.8292
2026-07-17 20:56:12,135 || INFO || train_all_models.py || 140 || Saving model: naive_bayes
2026-07-17 20:56:12,137 || INFO || train_all_models.py || 144 || Model saved successfully: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\naive_bayes.pkl
2026-07-17 20:56:12,138 || INFO || train_all_models.py || 250 || Naive Bayes completed successfully.
2026-07-17 20:56:12,169 || INFO || train_all_models.py || 262 || X_test.pkl saved successfully.
2026-07-17 20:56:12,169 || INFO || train_all_models.py || 263 || y_test.pkl saved successfully.
2026-07-17 20:56:12,194 || INFO || train_all_models.py || 289 || Model comparison report generated.
2026-07-17 20:56:12,194 || INFO || train_all_models.py || 290 || Comparison report saved at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\reports\model_comparison.csv
2026-07-17 20:56:12,214 || INFO || train_all_models.py || 308 || Best model selected: Decision Tree with accuracy 0.9977
2026-07-17 20:56:12,216 || INFO || train_all_models.py || 318 || Best model saved at: C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\models\best_model.pkl
2026-07-17 20:56:12,219 || INFO || train_all_models.py || 334 || All models trained successfully.
2026-07-17 20:57:06,701 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 20:57:06,702 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 20:57:06,702 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:57:06,702 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:57:06,702 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 20:57:06,702 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 20:57:06,703 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:57:06,703 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 20:57:06,703 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 20:57:06,703 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 20:57:06,704 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 20:57:07,721 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-17 20:57:25,238 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 20:57:25,238 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 20:57:25,238 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:57:25,238 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:57:25,239 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 20:57:25,239 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 20:57:25,240 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:57:25,241 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 20:57:25,241 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 20:57:25,241 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 20:57:25,242 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 20:57:25,244 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-17 20:58:15,577 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 20:58:15,577 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 20:58:15,577 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 20:58:15,578 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 20:58:15,578 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 20:58:15,579 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 20:58:15,579 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 20:58:15,582 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 20:58:15,582 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 20:58:15,582 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 20:58:15,583 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 20:58:15,585 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-17 21:05:54,076 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 21:05:54,076 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 21:05:54,077 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 21:05:54,077 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 21:05:54,077 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 21:05:54,077 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 21:05:54,079 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 21:05:54,080 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 21:05:54,080 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 21:05:54,080 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 21:05:54,082 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 21:05:54,083 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-17 23:07:33,279 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 23:07:33,283 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 23:07:33,283 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 23:07:33,283 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 23:07:33,283 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 23:07:33,283 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 23:07:33,283 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 23:07:33,285 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 23:07:33,285 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 23:07:33,285 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 23:07:33,285 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 23:07:34,474 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-17 23:08:07,353 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-17 23:08:07,354 || INFO || app.py || 23 || Page configuration completed.
2026-07-17 23:08:07,354 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-17 23:08:07,354 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-17 23:08:07,354 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-17 23:08:07,354 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-17 23:08:07,354 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-17 23:08:07,355 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-17 23:08:07,356 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-17 23:08:07,356 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-17 23:08:07,357 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-17 23:08:07,358 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-18 14:30:03,449 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-18 14:30:03,449 || INFO || app.py || 23 || Page configuration completed.
2026-07-18 14:30:03,449 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-18 14:30:03,450 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-18 14:30:03,450 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-18 14:30:03,450 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-18 14:30:03,451 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-18 14:30:03,452 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-18 14:30:03,452 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-18 14:30:03,452 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-18 14:30:03,452 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-18 14:30:04,188 || INFO || app.py || 52 || Custom CSS applied successfully.
2026-07-18 14:30:20,172 || INFO || app.py || 22 || Streamlit Dashboard Started.
2026-07-18 14:30:20,174 || INFO || app.py || 23 || Page configuration completed.
2026-07-18 14:30:20,174 || INFO || app.py || 32 || Base Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src
2026-07-18 14:30:20,174 || INFO || app.py || 33 || Model Directory : C:\Users\Chandrakant\Desktop\AI-Based-Cyber-Threat-Detection-Framework\src\models
2026-07-18 14:30:20,174 || INFO || app.py || 34 || Model Path : models/best_model.pkl
2026-07-18 14:30:20,174 || INFO || app.py || 35 || Scaler Path : models/scaler.pkl
2026-07-18 14:30:20,174 || INFO || app.py || 36 || Encoder Path : models/label_encoder.pkl
2026-07-18 14:30:20,174 || INFO || app.py || 41 || Loading dashboard style file.
2026-07-18 14:30:20,174 || INFO || app.py || 42 || Dashboard style loaded successfully.
2026-07-18 14:30:20,174 || INFO || app.py || 43 || Loading dashboard style file.
2026-07-18 14:30:20,175 || INFO || app.py || 48 || Dashboard style loaded successfully.
2026-07-18 14:30:20,177 || INFO || app.py || 52 || Custom CSS applied successfully.
